Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
account_settings,Chrome 63.0.3239.84,,2018-01-03 14:54:50,2018-01-03 14:56:38,1m - 48.361s,PASSED
,,,,,,
Test Cases/042_account_address_add,Chrome 63.0.3239.84,,2018-01-03 14:54:51,2018-01-03 14:55:15,24.623s,PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-03 14:54:51,2018-01-03 14:55:04,12.495s,PASSED
click,Chrome 63.0.3239.84,Ensure that account only has 1 and only 1 address ,2018-01-03 14:55:04,2018-01-03 14:55:04,0.122s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:04,2018-01-03 14:55:05,1.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:05,2018-01-03 14:55:05,0.185s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:05,2018-01-03 14:55:05,0.262s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 14:55:05,2018-01-03 14:55:06,0.371s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:06,2018-01-03 14:55:09,3.004s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 14:55:09,2018-01-03 14:55:09,0.330s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:09,2018-01-03 14:55:09,0.156s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:09,2018-01-03 14:55:12,3.003s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:12,2018-01-03 14:55:13,0.299s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:13,2018-01-03 14:55:13,0.090s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:13,2018-01-03 14:55:14,1.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:14,2018-01-03 14:55:14,0.320s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:14,2018-01-03 14:55:15,1.003s,PASSED
verifyElementPresent,Chrome 63.0.3239.84,,2018-01-03 14:55:15,2018-01-03 14:55:15,0.039s,PASSED
verifyElementPresent,Chrome 63.0.3239.84,,2018-01-03 14:55:15,2018-01-03 14:55:15,0.035s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2018-01-03 14:55:15,2018-01-03 14:55:15,0.084s,PASSED
,,,,,,
Test Cases/045_account_address_delete,Chrome 63.0.3239.84,,2018-01-03 14:55:16,2018-01-03 14:55:31,14.781s,PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-03 14:55:16,2018-01-03 14:55:28,11.424s,PASSED
click,Chrome 63.0.3239.84,Ensure that account has 2 or more addresses. Test will delete 2nd address,2018-01-03 14:55:28,2018-01-03 14:55:28,0.194s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:28,2018-01-03 14:55:29,1.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:29,2018-01-03 14:55:29,0.202s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:29,2018-01-03 14:55:29,0.255s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:29,2018-01-03 14:55:30,1.001s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:30,2018-01-03 14:55:31,0.498s,PASSED
,,,,,,
Test Cases/043_account_address_add_nopostalcode,Chrome 63.0.3239.84,,2018-01-03 14:55:32,2018-01-03 14:55:56,24.373s,PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-03 14:55:32,2018-01-03 14:55:42,10.139s,PASSED
click,Chrome 63.0.3239.84,Ensure that account only has 1 and only 1 address ,2018-01-03 14:55:42,2018-01-03 14:55:42,0.081s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:42,2018-01-03 14:55:43,1.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:43,2018-01-03 14:55:43,0.122s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:43,2018-01-03 14:55:43,0.198s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 14:55:43,2018-01-03 14:55:44,0.306s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:44,2018-01-03 14:55:47,3.001s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 14:55:47,2018-01-03 14:55:47,0.216s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:47,2018-01-03 14:55:47,0.177s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:47,2018-01-03 14:55:50,3.003s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 14:55:50,2018-01-03 14:55:51,0.583s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:51,2018-01-03 14:55:51,0.099s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:51,2018-01-03 14:55:54,3.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:54,2018-01-03 14:55:54,0.050s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:54,2018-01-03 14:55:55,1.002s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 14:55:55,2018-01-03 14:55:55,0.110s,PASSED
delay,Chrome 63.0.3239.84,,2018-01-03 14:55:55,2018-01-03 14:55:56,1.002s,PASSED
verifyElementPresent,Chrome 63.0.3239.84,,2018-01-03 14:55:56,2018-01-03 14:55:56,0.023s,PASSED
verifyElementPresent,Chrome 63.0.3239.84,,2018-01-03 14:55:56,2018-01-03 14:55:56,0.024s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2018-01-03 14:55:56,2018-01-03 14:55:56,0.047s,PASSED
,,,,,,
Test Cases/044_account_address_add_wrongpostalcode,Chrome 63.0.3239.84,,2018-01-03 14:55:57,2018-01-03 14:56:16,18.728s,PASSED
callTestCase,Chrome 63.0.3239.84,,2018-01-03 14:55:57,2018-01-03 14:56:07,10.257s,PASSED
