Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
signup,Chrome 63.0.3239.84,,2018-01-03 17:47:40,2018-01-03 17:49:55,2m - 14.426s,FAILED
,,,,,,
Test Cases/010_signup_success,Chrome 63.0.3239.84,,2018-01-03 17:47:41,2018-01-03 17:47:55,14.489s,PASSED
openBrowser,Chrome 63.0.3239.84,,2018-01-03 17:47:41,2018-01-03 17:47:45,3.253s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2018-01-03 17:47:45,2018-01-03 17:47:48,2.975s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 17:47:48,2018-01-03 17:47:48,0.310s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 17:47:48,2018-01-03 17:47:49,1.048s,PASSED
"Statement - str1 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 10)",Chrome 63.0.3239.84,,2018-01-03 17:47:49,2018-01-03 17:47:49,0.045s,PASSED
"Statement - str2 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 10)",Chrome 63.0.3239.84,,2018-01-03 17:47:49,2018-01-03 17:47:49,0.001s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 17:47:49,2018-01-03 17:47:50,0.933s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 17:47:50,2018-01-03 17:47:50,0.368s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 17:47:50,2018-01-03 17:47:51,0.835s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 17:47:51,2018-01-03 17:47:51,0.315s,PASSED
setText,Chrome 63.0.3239.84,,2018-01-03 17:47:51,2018-01-03 17:47:52,0.540s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 17:47:52,2018-01-03 17:47:52,0.179s,PASSED
delay,Chrome 63.0.3239.84,Delay for signup success notification (WIP),2018-01-03 17:47:52,2018-01-03 17:47:55,3.026s,PASSED
autoKeywords.verifyLoggedIn.verifyLogged,Chrome 63.0.3239.84,,2018-01-03 17:47:55,2018-01-03 17:47:55,0.102s,PASSED
,,,,,,
Test Cases/011_signup_success_newlogin,Chrome 63.0.3239.84,,2018-01-03 17:47:56,2018-01-03 17:48:14,18.305s,FAILED
openBrowser,Chrome 63.0.3239.84,,2018-01-03 17:47:56,2018-01-03 17:47:58,1.983s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2018-01-03 17:47:58,2018-01-03 17:48:01,2.473s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 17:48:01,2018-01-03 17:48:01,0.481s,PASSED
click,Chrome 63.0.3239.84,,2018-01-03 17:48:01,2018-01-03 17:48:02,1.087s,PASSED
"Statement - str1 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 10)",Chrome 63.0.3239.84,,2018-01-03 17:48:02,2018-01-03 17:48:02,0.001s,PASSED
