Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
signup,Chrome 63.0.3239.84,,2017-12-28 11:38:39,2017-12-28 11:40:53,2m - 13.278s,PASSED
,,,,,,
Test Cases/010_signup_success,Chrome 63.0.3239.84,,2017-12-28 11:38:40,2017-12-28 11:38:54,14.427s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-28 11:38:40,2017-12-28 11:38:44,4.087s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2017-12-28 11:38:44,2017-12-28 11:38:47,2.235s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:38:47,2017-12-28 11:38:47,0.652s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:38:47,2017-12-28 11:38:49,1.148s,PASSED
"Statement - str1 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 8)",Chrome 63.0.3239.84,,2017-12-28 11:38:49,2017-12-28 11:38:49,0.048s,PASSED
"Statement - str2 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 8)",Chrome 63.0.3239.84,,2017-12-28 11:38:49,2017-12-28 11:38:49,0.005s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:38:49,2017-12-28 11:38:50,1.028s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:38:50,2017-12-28 11:38:50,0.244s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:38:50,2017-12-28 11:38:50,0.362s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:38:50,2017-12-28 11:38:51,0.303s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:38:51,2017-12-28 11:38:51,0.345s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:38:51,2017-12-28 11:38:51,0.142s,PASSED
delay,Chrome 63.0.3239.84,Delay for signup success notification (WIP),2017-12-28 11:38:51,2017-12-28 11:38:54,3.029s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2017-12-28 11:38:54,2017-12-28 11:38:54,0.230s,PASSED
,,,,,,
Test Cases/011_signup_success_newlogin,Chrome 63.0.3239.84,,2017-12-28 11:38:55,2017-12-28 11:39:15,19.648s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-28 11:38:55,2017-12-28 11:38:57,1.938s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2017-12-28 11:38:57,2017-12-28 11:39:00,2.489s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:00,2017-12-28 11:39:00,0.144s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:00,2017-12-28 11:39:01,1.134s,PASSED
"Statement - str1 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 8)",Chrome 63.0.3239.84,,2017-12-28 11:39:01,2017-12-28 11:39:01,0.001s,PASSED
"Statement - str2 = CustomKeywords.autoKeywords.RandomStrGen.randomStr(""abcdefghijklmnopqrstuvwxyz1234567890"", 8)",Chrome 63.0.3239.84,,2017-12-28 11:39:01,2017-12-28 11:39:01,0.001s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:01,2017-12-28 11:39:02,0.703s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:02,2017-12-28 11:39:02,0.229s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:02,2017-12-28 11:39:02,0.398s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:02,2017-12-28 11:39:03,0.313s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:03,2017-12-28 11:39:03,0.373s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:03,2017-12-28 11:39:03,0.130s,PASSED
delay,Chrome 63.0.3239.84,Delay for signup success notification (WIP),2017-12-28 11:39:03,2017-12-28 11:39:06,3.003s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2017-12-28 11:39:06,2017-12-28 11:39:06,0.154s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:06,2017-12-28 11:39:07,0.225s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-28 11:39:07,2017-12-28 11:39:08,1.002s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:08,2017-12-28 11:39:08,0.205s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-28 11:39:08,2017-12-28 11:39:09,1.001s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:09,2017-12-28 11:39:09,0.123s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-28 11:39:09,2017-12-28 11:39:10,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2017-12-28 11:39:10,2017-12-28 11:39:10,0.066s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:10,2017-12-28 11:39:11,0.733s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:11,2017-12-28 11:39:11,0.568s,PASSED
setText,Chrome 63.0.3239.84,,2017-12-28 11:39:11,2017-12-28 11:39:12,0.304s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:12,2017-12-28 11:39:12,0.127s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-28 11:39:12,2017-12-28 11:39:15,3.001s,PASSED
verifyElementText,Chrome 63.0.3239.84,,2017-12-28 11:39:15,2017-12-28 11:39:15,0.082s,PASSED
,,,,,,
Test Cases/012_signup_success_fb,Chrome 63.0.3239.84,,2017-12-28 11:39:16,2017-12-28 11:39:31,15.628s,PASSED
openBrowser,Chrome 63.0.3239.84,,2017-12-28 11:39:16,2017-12-28 11:39:18,1.914s,PASSED
navigateToUrl,Chrome 63.0.3239.84,,2017-12-28 11:39:18,2017-12-28 11:39:19,1.730s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:19,2017-12-28 11:39:20,0.628s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:20,2017-12-28 11:39:21,1.199s,PASSED
click,Chrome 63.0.3239.84,,2017-12-28 11:39:21,2017-12-28 11:39:21,0.242s,PASSED
delay,Chrome 63.0.3239.84,,2017-12-28 11:39:21,2017-12-28 11:39:24,3.001s,PASSED
switchToWindowTitle,Chrome 63.0.3239.84,,2017-12-28 11:39:24,2017-12-28 11:39:26,1.093s,PASSED
