Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
account_settings,Chrome 63.0.3239.132,,2018-01-25 17:33:45,2018-01-25 17:41:38,7m - 52.204s,FAILED
,,,,,,
Test Cases/047_account_alttab,Chrome 63.0.3239.132,,2018-01-25 17:33:46,2018-01-25 17:34:16,29.696s,PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-25 17:33:47,2018-01-25 17:34:03,15.919s,PASSED
click,Chrome 63.0.3239.132,Ensure that account at least 1 address. Test will edit first address,2018-01-25 17:34:03,2018-01-25 17:34:03,0.092s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:03,2018-01-25 17:34:04,1.003s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:04,2018-01-25 17:34:04,0.168s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:04,2018-01-25 17:34:05,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:05,2018-01-25 17:34:05,0.099s,PASSED
click,Chrome 63.0.3239.132,Ensure that account at least 1 address. Test will edit first address,2018-01-25 17:34:05,2018-01-25 17:34:05,0.064s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:05,2018-01-25 17:34:06,1.002s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:06,2018-01-25 17:34:07,0.556s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:07,2018-01-25 17:34:08,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:08,2018-01-25 17:34:08,0.036s,PASSED
click,Chrome 63.0.3239.132,Ensure that account at least 1 address. Test will edit first address,2018-01-25 17:34:08,2018-01-25 17:34:08,0.053s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:08,2018-01-25 17:34:09,1.002s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:09,2018-01-25 17:34:09,0.154s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:09,2018-01-25 17:34:10,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:10,2018-01-25 17:34:10,0.040s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:10,2018-01-25 17:34:11,0.599s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:11,2018-01-25 17:34:12,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:12,2018-01-25 17:34:12,0.037s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:12,2018-01-25 17:34:13,1.573s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:13,2018-01-25 17:34:14,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:14,2018-01-25 17:34:14,0.039s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:14,2018-01-25 17:34:14,0.101s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:14,2018-01-25 17:34:14,0.135s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:14,2018-01-25 17:34:15,0.212s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:15,2018-01-25 17:34:16,1.002s,PASSED
verifyElementText,Chrome 63.0.3239.132,,2018-01-25 17:34:16,2018-01-25 17:34:16,0.039s,PASSED
,,,,,,
Test Cases/027_account_orderhistory,Chrome 63.0.3239.132,,2018-01-25 17:34:17,2018-01-25 17:34:34,17.066s,PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-25 17:34:17,2018-01-25 17:34:27,10.702s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:27,2018-01-25 17:34:27,0.092s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:27,2018-01-25 17:34:28,1.001s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:28,2018-01-25 17:34:29,0.163s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:29,2018-01-25 17:34:30,1.000s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-01-25 17:34:30,2018-01-25 17:34:30,0.100s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:30,2018-01-25 17:34:31,1.105s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:31,2018-01-25 17:34:32,1.001s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:32,2018-01-25 17:34:33,0.723s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:33,2018-01-25 17:34:34,1.002s,PASSED
verifyElementPresent,Chrome 63.0.3239.132,,2018-01-25 17:34:34,2018-01-25 17:34:34,0.020s,PASSED
,,,,,,
Test Cases/028_account_change_email,Chrome 63.0.3239.132,,2018-01-25 17:34:34,2018-01-25 17:35:04,29.966s,PASSED
callTestCase,Chrome 63.0.3239.132,,2018-01-25 17:34:35,2018-01-25 17:34:45,10.239s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:45,2018-01-25 17:34:45,0.083s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:45,2018-01-25 17:34:46,1.002s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:46,2018-01-25 17:34:46,0.187s,PASSED
setText,Chrome 63.0.3239.132,,2018-01-25 17:34:46,2018-01-25 17:34:47,0.714s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:47,2018-01-25 17:34:47,0.189s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:47,2018-01-25 17:34:50,3.001s,PASSED
verifyElementNotHasAttribute,Chrome 63.0.3239.132,,2018-01-25 17:34:50,2018-01-25 17:34:50,0.068s,PASSED
verifyElementAttributeValue,Chrome 63.0.3239.132,,2018-01-25 17:34:50,2018-01-25 17:34:50,0.048s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:50,2018-01-25 17:34:51,1.003s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:51,2018-01-25 17:34:51,0.055s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:51,2018-01-25 17:34:52,1.002s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:52,2018-01-25 17:34:52,0.150s,PASSED
delay,Chrome 63.0.3239.132,,2018-01-25 17:34:52,2018-01-25 17:34:53,1.002s,PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:34:53,2018-01-25 17:34:54,0.090s,PASSED
