Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
login_logout,Chrome 64.0.3282.186,,2018-03-05 12:08:14,2018-03-05 12:10:25,2m - 10.688s,ERROR
,,,,,,
Test Cases/login_email_successful,Chrome 64.0.3282.186,,2018-03-05 12:08:14,2018-03-05 12:08:26,12.004s,PASSED
autoKeywords.GoToHomepageMax.goToHomepage,Chrome 64.0.3282.186,,2018-03-05 12:08:15,2018-03-05 12:08:21,6.420s,PASSED
waitForElementVisible,Chrome 64.0.3282.186,,2018-03-05 12:08:21,2018-03-05 12:08:21,0.098s,PASSED
click,Chrome 64.0.3282.186,,2018-03-05 12:08:21,2018-03-05 12:08:21,0.183s,PASSED
waitForElementVisible,Chrome 64.0.3282.186,,2018-03-05 12:08:21,2018-03-05 12:08:22,0.834s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-05 12:08:22,2018-03-05 12:08:23,0.661s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-05 12:08:23,2018-03-05 12:08:23,0.258s,PASSED
click,Chrome 64.0.3282.186,,2018-03-05 12:08:23,2018-03-05 12:08:23,0.105s,PASSED
delay,Chrome 64.0.3282.186,,2018-03-05 12:08:23,2018-03-05 12:08:26,3.027s,PASSED
autoKeywords.VerifyLoginStatus.verifyLoggedIn,Chrome 64.0.3282.186,,2018-03-05 12:08:26,2018-03-05 12:08:26,0.065s,PASSED
,,,,,,
Test Cases/login_email_wrongpw,Chrome 64.0.3282.186,,2018-03-05 12:08:26,2018-03-05 12:08:35,9.160s,PASSED
autoKeywords.GoToHomepageMax.goToHomepage,Chrome 64.0.3282.186,,2018-03-05 12:08:27,2018-03-05 12:08:32,5.634s,PASSED
waitForElementVisible,Chrome 64.0.3282.186,,2018-03-05 12:08:32,2018-03-05 12:08:32,0.051s,PASSED
click,Chrome 64.0.3282.186,,2018-03-05 12:08:32,2018-03-05 12:08:32,0.128s,PASSED
waitForElementVisible,Chrome 64.0.3282.186,,2018-03-05 12:08:32,2018-03-05 12:08:33,0.894s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-05 12:08:33,2018-03-05 12:08:34,0.711s,PASSED
setText,Chrome 64.0.3282.186,,2018-03-05 12:08:34,2018-03-05 12:08:35,0.563s,PASSED
click,Chrome 64.0.3282.186,,2018-03-05 12:08:35,2018-03-05 12:08:35,0.147s,PASSED
verifyElementPresent,Chrome 64.0.3282.186,,2018-03-05 12:08:35,2018-03-05 12:08:35,0.590s,PASSED
